featureid	PC1	PC2	PC3	feature_id	TimePointInWeeks	Taxon	kingdom	phylum	class	order	family	genus	species	Confidence
9455	-0.5431242194044253	-0.006509659795961461	0.533019743694248	bcd7c4ae1471364e09c10179e9dffe39	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured	nan	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	nan	0.9988434200834816
9456	-0.5400701210362696	-0.006635389705964872	-0.007108750638749587	bcd7c4ae1471364e09c10179e9dffe39	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured	nan	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	nan	0.9988434200834816
9457	-0.5353467046908322	0.007493678106914026	-0.9495534125678443	be4d1e767b542978c5e3d400c7c692ec	14.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9458	-0.5346430333308994	0.007920767370342901	-1.1343258129038396	be4d1e767b542978c5e3d400c7c692ec	9.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9459	-0.5356728954264294	0.007246122768285387	-0.9864216493907644	be4d1e767b542978c5e3d400c7c692ec	12.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9460	-0.5364823424445154	0.00754028468131121	-1.1385340837936784	be4d1e767b542978c5e3d400c7c692ec	11.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9461	-0.536042645970713	0.00696850228995673	-0.7574882589711585	be4d1e767b542978c5e3d400c7c692ec	18.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9462	-0.5355228221487676	0.0076617605934436485	-0.9726582091390076	be4d1e767b542978c5e3d400c7c692ec	6.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9463	-0.5397045787254797	0.006806418127824631	-1.0774398034169255	be4d1e767b542978c5e3d400c7c692ec	3.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	nan	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	nan	0.9999999981135481
9464	-0.553759840887169	0.004719749005480353	-1.1743061081887776	bea067a10ee4b3687b88c90b4d62c3d4	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9465	-0.5558918953530049	0.005074799028273326	-1.2513530420745627	bea067a10ee4b3687b88c90b4d62c3d4	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9466	-0.5527715152935131	0.004513950039903548	-1.1896795330066379	bea067a10ee4b3687b88c90b4d62c3d4	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9467	-0.5503189710689869	0.004758494220401397	-1.2531078191323552	bea067a10ee4b3687b88c90b4d62c3d4	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9468	-0.5516512077976098	0.0042831571691883605	-1.0942182207985731	bea067a10ee4b3687b88c90b4d62c3d4	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9469	-0.5532262224481032	0.00485948019468029	-1.1839404135862603	bea067a10ee4b3687b88c90b4d62c3d4	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9470	-0.5405559145571178	0.004148412537592239	-1.2276325480830659	bea067a10ee4b3687b88c90b4d62c3d4	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	uncultured_bacterium	0.8248687208205735
9471	-0.5237306748624952	-0.0014347723606915215	0.1502564316270484	c049ea3a4c431e27566507dc7a70b318	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9472	-0.5212380700245344	-0.0012395559275412292	-0.5616621644202173	c049ea3a4c431e27566507dc7a70b318	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9473	-0.5248861355675113	-0.0015479263880871185	0.008205003221167925	c049ea3a4c431e27566507dc7a70b318	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9474	-0.5277534279830314	-0.0014134691578385021	-0.5778764166474586	c049ea3a4c431e27566507dc7a70b318	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9475	-0.5261958975501618	-0.0016748227635981449	0.8902736325158863	c049ea3a4c431e27566507dc7a70b318	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9476	-0.524354533175758	-0.0013579442446393613	0.061234833666587905	c049ea3a4c431e27566507dc7a70b318	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9477	-0.5391675087603857	-0.0017489091308075424	-0.3424832830774829	c049ea3a4c431e27566507dc7a70b318	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999145681018448
9478	-0.5418717270671768	-0.00906671330572772	-2.3334859174646434	c0974372eaf1e36a55835c0563956905	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9479	-0.5421729456004714	-0.00906969920946278	-1.8549302352887325	c0974372eaf1e36a55835c0563956905	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9480	-0.5417320955565804	-0.009064982575237539	-2.237998148775531	c0974372eaf1e36a55835c0563956905	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9481	-0.5413855979478234	-0.00906703914567849	-1.8440309237962924	c0974372eaf1e36a55835c0563956905	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9482	-0.5415738175265571	-0.009063041650718586	-2.830929639765941	c0974372eaf1e36a55835c0563956905	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9483	-0.5417963369839824	-0.009067888418677873	-2.2736450988978962	c0974372eaf1e36a55835c0563956905	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9484	-0.5400062647224761	-0.009061908473777497	-2.002263511399083	c0974372eaf1e36a55835c0563956905	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	Clostridium_sp.	0.937302028900389
9485	-0.5403515273552393	0.01110536958393082	-1.2725144393985472	c1593f0b13ef82fd4ec3c050cdfb42fd	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9486	-0.5404186266414105	0.011626254868058628	-1.3024894649379577	c1593f0b13ef82fd4ec3c050cdfb42fd	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9487	-0.540320423111468	0.010803446908882332	-1.2784954535454138	c1593f0b13ef82fd4ec3c050cdfb42fd	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9488	-0.540243237481642	0.011162211749786728	-1.3031721590371321	c1593f0b13ef82fd4ec3c050cdfb42fd	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9489	-0.5402851651785813	0.010464856281309692	-1.2413563342171325	c1593f0b13ef82fd4ec3c050cdfb42fd	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9490	-0.5403347334989271	0.011310365825348796	-1.2762626553985783	c1593f0b13ef82fd4ec3c050cdfb42fd	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9491	-0.5399359779189562	0.010267175697707624	-1.2932610326390608	c1593f0b13ef82fd4ec3c050cdfb42fd	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9995897944177423
9492	-0.5635825552339472	0.008186323846714569	-0.6024685624522118	c3aff2b19f41c2fa88f10db59e1823d0	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9493	-0.5672273625766042	0.008631401195382943	-0.9536010470275057	c3aff2b19f41c2fa88f10db59e1823d0	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9494	-0.5618929847101094	0.007928342007318866	-0.6725311668996377	c3aff2b19f41c2fa88f10db59e1823d0	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9495	-0.557700291070719	0.008234893390225626	-0.9615982403887867	c3aff2b19f41c2fa88f10db59e1823d0	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9496	-0.5599777873957196	0.007639028748918163	-0.23747728420879252	c3aff2b19f41c2fa88f10db59e1823d0	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9497	-0.5626703194369495	0.008361485607657902	-0.6463757943271383	c3aff2b19f41c2fa88f10db59e1823d0	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9498	-0.5410100701446391	0.007470117948951624	-0.845497640824027	c3aff2b19f41c2fa88f10db59e1823d0	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.964539857067649
9499	-0.5402078903007151	0.026998609311604266	-2.878554419386785	c4b01b6adb02b511e33d5d4d6404c34e	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9500	-0.5402528686781661	0.027932243761034873	-2.1387437678114716	c4b01b6adb02b511e33d5d4d6404c34e	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9501	-0.5401870403260507	0.02645744330235231	-2.7309375986018685	c4b01b6adb02b511e33d5d4d6404c34e	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9502	-0.5401353008130065	0.02710049317325373	-2.121894262022968	c4b01b6adb02b511e33d5d4d6404c34e	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9503	-0.5401634060267307	0.025850553678496892	-3.6475645430248007	c4b01b6adb02b511e33d5d4d6404c34e	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9504	-0.5401966329468568	0.027366044443337904	-2.786045069642209	c4b01b6adb02b511e33d5d4d6404c34e	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9505	-0.5399293368247958	0.025496231127143814	-2.36650979600348	c4b01b6adb02b511e33d5d4d6404c34e	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999883094835476
9506	-0.43283759137424144	0.006794251598905912	-1.494436017286529	c4ea420de301b41de5f4fd93356b7a04	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9507	-0.4163469439712844	0.007203176679807018	-1.4180425499929532	c4ea420de301b41de5f4fd93356b7a04	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9508	-0.4404819218289554	0.006557224832970651	-1.4791929807790096	c4ea420de301b41de5f4fd93356b7a04	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9509	-0.4594514381780439	0.006838875987383579	-1.4163026559178598	c4ea420de301b41de5f4fd93356b7a04	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9510	-0.4491470831528653	0.006291411603087724	-1.5738446465127718	c4ea420de301b41de5f4fd93356b7a04	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9511	-0.43696493130263353	0.006955185507312701	-1.4848834243777707	c4ea420de301b41de5f4fd93356b7a04	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9512	-0.534965044932577	0.006136220909272272	-1.4415618607628422	c4ea420de301b41de5f4fd93356b7a04	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9985212471524573
9513	-0.36196114749699504	0.00832108814065732	-0.07124916379247913	c5b74654ce86ab9c41b663a8e946f0b0	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9514	-0.33455513183747015	0.008769665332705054	-0.6769986501791188	c5b74654ce86ab9c41b663a8e946f0b0	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9515	-0.37466535704251647	0.008061077674023438	-0.1921163251155665	c5b74654ce86ab9c41b663a8e946f0b0	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9516	-0.4061910363814313	0.0083700396083346	-0.6907948552695989	c5b74654ce86ab9c41b663a8e946f0b0	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9517	-0.3890660983313514	0.007769489415344683	0.55840855528462	c5b74654ce86ab9c41b663a8e946f0b0	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9518	-0.3688204259683432	0.008497627277311164	-0.14699488463931418	c5b74654ce86ab9c41b663a8e946f0b0	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9519	-0.5316880553068887	0.00759925039378535	-0.49050612766697343	c5b74654ce86ab9c41b663a8e946f0b0	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9925748631797127
9520	-0.5556936564163398	0.005616218059401016	-10.866915682681144	c5ce025ef587d3efc3003f40f45d91ce	14.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9521	-0.5581235292755157	0.005994549481082178	-6.2982301832037795	c5ce025ef587d3efc3003f40f45d91ce	9.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9522	-0.5545672754656956	0.005396924409974654	-9.95531103470408	c5ce025ef587d3efc3003f40f45d91ce	12.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9523	-0.5517721448803388	0.005657503881970781	-6.194176405922553	c5ce025ef587d3efc3003f40f45d91ce	11.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9524	-0.5532904765743694	0.0051509979509233705	-15.615921922771262	c5ce025ef587d3efc3003f40f45d91ce	18.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9525	-0.5550854988936222	0.005765111725277605	-10.295626091426728	c5ce025ef587d3efc3003f40f45d91ce	6.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9526	-0.5406453249885732	0.0050074178220315315	-7.704794617033708	c5ce025ef587d3efc3003f40f45d91ce	3.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	nan	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	nan	0.9868967019145939
9527	7.217593346908829	0.006319123279668744	-3.311325291431813	c8b65ce47f75beb86ea53338aaacf814	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9528	8.412293092350467	0.006715709226413624	-2.364084673651579	c8b65ce47f75beb86ea53338aaacf814	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9529	6.663783698011661	0.0060892486919687915	-3.122319296158138	c8b65ce47f75beb86ea53338aaacf814	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9530	5.2894970614940915	0.00636240114688425	-2.3425108611653593	c8b65ce47f75beb86ea53338aaacf814	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9531	6.036017802900139	0.005831456259188352	-4.295952402494667	c8b65ce47f75beb86ea53338aaacf814	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9532	6.918579497342377	0.0064752010782919475	-3.1928779381585017	c8b65ce47f75beb86ea53338aaacf814	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9533	-0.1812455092823501	0.005680948376186478	-2.6557123121487316	c8b65ce47f75beb86ea53338aaacf814	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	nan	nan	0.9980076987131687
9534	-0.535555320483532	-0.0019604391797306115	-1.4350346342349987	c907d4f615a568cad4ef3edf44282174	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__Lachnospiraceae_bacterium	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Lachnospiraceae_bacterium	0.9473400133204695
